Time,Open,High,Low,Close,IV
20240108-10:26,4815097.5,4816575.0,4815062.5,4816572.5,0.13196270804840968
20240108-10:27,4816572.5,4816572.5,4815757.5,4816542.5,0.13223640493535663
20240108-10:28,4816595.0,4817642.5,4816362.5,4817642.5,0.1320538096622562
20240108-10:29,4817642.5,4819302.5,4817482.5,4819235.0,0.13149424544554877
20240108-10:30,4819232.5,4824575.0,4819232.5,4824575.0,0.12996503784935035
20240108-10:31,4825450.0,4825697.5,4823030.0,4824377.5,0.12971671446328542
20240108-10:32,4824320.0,4829212.5,4823770.0,4828615.0,0.1294764936644213
20240108-10:33,4828762.5,4829637.5,4827557.5,4829637.5,0.1295639197814776
20240108-10:34,4829487.5,4829910.0,4828305.0,4829837.5,0.12942484117336686
20240108-10:35,4828542.5,4829902.5,4827050.0,4829327.5,0.12905006275848602
20240108-10:36,4829632.5,4831722.5,4828755.0,4829562.5,0.12931301738972645
20240108-10:37,4829625.0,4831305.0,4829427.5,4830135.0,0.13038572096741743
20240108-10:38,4830997.5,4831802.5,4829755.0,4830240.0,0.13090750600922432
20240108-10:39,4830240.0,4831110.0,4829262.5,4829732.5,0.1302459383251643
20240108-10:40,4829255.0,4830682.5,4828175.0,4828227.5,0.12971866091701628
20240108-10:41,4828147.5,4828280.0,4825922.5,4826635.0,0.13017373470225552
20240108-10:42,4826607.5,4826680.0,4823490.0,4824107.5,0.1295983974332663
20240108-10:43,4824155.0,4825745.0,4823832.5,4823985.0,0.12980055631007673
20240108-10:44,4823915.0,4824602.5,4823335.0,4823595.0,0.12904812065184568
20240108-10:45,4823595.0,4824910.0,4823595.0,4823692.5,0.1291870755906453
20240108-10:46,4823862.5,4824337.5,4822555.0,4823555.0,0.12885825124507624
20240108-10:47,4823687.5,4824060.0,4822995.0,4823230.0,0.12939770734214773
20240108-10:48,4823305.0,4825272.5,4823250.0,4825097.5,0.12944912246601026
20240108-10:49,4824757.5,4824885.0,4823542.5,4823607.5,0.1291327230494338
20240108-10:50,4823342.5,4824730.0,4822532.5,4822532.5,0.1292012515535618
20240108-10:51,4822755.0,4822755.0,4817380.0,4817380.0,0.12838840529214104
20240108-10:52,4817380.0,4818015.0,4814375.0,4815532.5,0.13021996772599836
20240108-10:53,4815480.0,4816540.0,4814305.0,4814752.5,0.13049961271516033
20240108-10:54,4815297.5,4815477.5,4814172.5,4814172.5,0.13035939427560653
20240108-10:55,4814147.5,4815650.0,4813225.0,4815650.0,0.1303362349390423
20240108-10:56,4815650.0,4815650.0,4809435.0,4809435.0,0.13158233652129003
20240108-10:57,4809660.0,4810265.0,4808300.0,4809377.5,0.13330151014104855
20240108-10:58,4809377.5,4810037.5,4809150.0,4809150.0,0.13200821526746045
20240108-10:59,4809117.5,4809952.5,4807960.0,4808320.0,0.1319010958281065
20240108-11:00,4808822.5,4810377.5,4806932.5,4809895.0,0.13032100598381474
20240108-11:01,4809797.5,4810525.0,4809220.0,4809237.5,0.12992870521001434
20240108-11:02,4809205.0,4810125.0,4809062.5,4809657.5,0.13072441686212077
20240108-11:03,4809625.0,4810287.5,4808815.0,4809777.5,0.13086462002968277
20240108-11:04,4810255.0,4812245.0,4809665.0,4812220.0,0.13048791142723484
20240108-11:05,4811507.5,4811857.5,4810090.0,4810090.0,0.1303888867782455
20240108-11:06,4810090.0,4810090.0,4804307.5,4805285.0,0.13159946064142872
20240108-11:07,4805330.0,4805562.5,4802975.0,4804952.5,0.1326158919624687
20240108-11:08,4804840.0,4806850.0,4803235.0,4806202.5,0.13160282095483963
20240108-11:09,4805867.5,4806747.5,4805312.5,4805772.5,0.13090169929996226
20240108-11:10,4806192.5,4806202.5,4803797.5,4805497.5,0.13158003378480962
20240108-11:11,4805175.0,4805530.0,4804120.0,4805082.5,0.13187050015215462
20240108-11:12,4805197.5,4806300.0,4804330.0,4806300.0,0.1324369960156017
20240108-11:13,4806297.5,4807542.5,4805467.5,4805467.5,0.13194925013841555
20240108-11:14,4805385.0,4808282.5,4805155.0,4808282.5,0.13187279819616807
20240108-11:15,4807985.0,4809050.0,4806150.0,4806160.0,0.1313725405011377
20240108-11:16,4806160.0,4808120.0,4806160.0,4808120.0,0.13195991398189538
20240108-11:17,4808045.0,4811340.0,4808045.0,4811340.0,0.1309109441108863
20240108-11:18,4811030.0,4812712.5,4810482.5,4810497.5,0.13016533142392497
20240108-11:19,4810497.5,4811845.0,4810422.5,4811722.5,0.1297835496380091
20240108-11:20,4811917.5,4812365.0,4811122.5,4811250.0,0.12976520258359853
20240108-11:21,4811347.5,4812610.0,4810267.5,4810602.5,0.12962324349983556
20240108-11:22,4810277.5,4810787.5,4808935.0,4809900.0,0.1294559417113851
20240108-11:23,4809900.0,4811277.5,4809900.0,4810172.5,0.12937017813341944
20240108-11:24,4810167.5,4812175.0,4809650.0,4812175.0,0.12950197678976033
20240108-11:25,4812070.0,4812352.5,4811050.0,4811812.5,0.1291481151615342
20240108-11:26,4811757.5,4811990.0,4810007.5,4810045.0,0.12947926414545896
20240108-11:27,4809912.5,4810912.5,4809912.5,4810410.0,0.12960789340438633
20240108-11:28,4810410.0,4812595.0,4810410.0,4811930.0,0.12926983431330422
20240108-11:29,4811537.5,4811770.0,4810907.5,4811490.0,0.12953696537385895
20240108-11:30,4811777.5,4811777.5,4809342.5,4809397.5,0.12931763527651238
20240108-11:31,4809312.5,4809650.0,4807897.5,4809490.0,0.1290791560510798
20240108-11:32,4809737.5,4810822.5,4809062.5,4809255.0,0.12933171281737743
20240108-11:33,4808955.0,4809642.5,4808295.0,4809642.5,0.12952144584904862
20240108-11:34,4809600.0,4811452.5,4809312.5,4811452.5,0.12955477027875725
20240108-11:35,4811632.5,4811942.5,4810252.5,4811887.5,0.1291518696992787
20240108-11:36,4811832.5,4812800.0,4810680.0,4810695.0,0.12900500140343016
20240108-11:37,4810730.0,4811027.5,4809640.0,4810067.5,0.12883935407804142
20240108-11:38,4810112.5,4810642.5,4809792.5,4810147.5,0.1289395618067043
20240108-11:39,4810150.0,4810542.5,4809137.5,4810387.5,0.12926948091453141
20240108-11:40,4810442.5,4810442.5,4809157.5,4810150.0,0.12910469841804847
20240108-11:41,4810150.0,4810847.5,4809127.5,4809132.5,0.128550069376732
20240108-11:42,4809132.5,4811592.5,4808240.0,4810617.5,0.12844649615717257
20240108-11:43,4810717.5,4811740.0,4810240.0,4811740.0,0.12838932081598306
20240108-11:44,4811737.5,4812280.0,4810900.0,4811745.0,0.12821256519627286
20240108-11:45,4811742.5,4812137.5,4811187.5,4811240.0,0.12833842937437975
20240108-11:46,4811152.5,4811267.5,4809135.0,4809135.0,0.1285972200017504
20240108-11:47,4809157.5,4809515.0,4808122.5,4808202.5,0.1290429864380369
20240108-11:48,4808190.0,4808470.0,4807727.5,4807905.0,0.13021719616134256
20240108-11:49,4807917.5,4809607.5,4807917.5,4809525.0,0.13027203011658048
20240108-11:50,4809460.0,4810310.0,4806100.0,4806100.0,0.13020329063629812
20240108-11:51,4806242.5,4806847.5,4805002.5,4806167.5,0.1322192119323786
20240108-11:52,4806692.5,4807407.5,4804220.0,4804220.0,0.13230809145217834
20240108-11:53,4805130.0,4805152.5,4803950.0,4804325.0,0.13295410294876106
20240108-11:54,4804845.0,4804845.0,4800337.5,4800927.5,0.13308215074212398
20240108-11:55,4800945.0,4801177.5,4798885.0,4800647.5,0.13319678128104956
20240108-11:56,4801472.5,4803757.5,4800710.0,4801777.5,0.1315121566003266
20240108-11:57,4802025.0,4802740.0,4799630.0,4799630.0,0.13171718812107416
20240108-11:58,4800200.0,4800310.0,4796372.5,4797290.0,0.13385192446545233
20240108-11:59,4797265.0,4797832.5,4796377.5,4797762.5,0.13509216542460167
20240108-12:00,4798032.5,4799302.5,4796417.5,4799302.5,0.13395822529183946
20240108-12:01,4799220.0,4799612.5,4798060.0,4798777.5,0.13310448338396974
20240108-12:02,4798755.0,4800332.5,4798267.5,4798775.0,0.1332495619717778
20240108-12:03,4799757.5,4800102.5,4798150.0,4799120.0,0.13338742010141674
20240108-12:04,4799135.0,4799757.5,4796517.5,4796517.5,0.133116372327586
20240108-12:05,4796797.5,4797632.5,4794412.5,4796635.0,0.13510207363283736
20240108-12:06,4796510.0,4799397.5,4796510.0,4799295.0,0.1335233865028546
20240108-12:07,4799410.0,4800097.5,4798680.0,4799495.0,0.13253948334754762
20240108-12:08,4799532.5,4801655.0,4799310.0,4801012.5,0.13194912981529064
20240108-12:09,4800972.5,4801855.0,4799980.0,4799980.0,0.1311405114358324
20240108-12:10,4799985.0,4800612.5,4798215.0,4798260.0,0.13227838014793958
20240108-12:11,4798252.5,4799617.5,4798252.5,4799397.5,0.13238882652768677
20240108-12:12,4799442.5,4801322.5,4799222.5,4800860.0,0.13204056590944668
20240108-12:13,4800905.0,4801215.0,4800252.5,4800530.0,0.13192012085486796
20240108-12:14,4800525.0,4801177.5,4798595.0,4798675.0,0.13201414924510638
20240108-12:15,4798675.0,4800790.0,4798192.5,4800175.0,0.13248468279523606
20240108-12:16,4800472.5,4801642.5,4800280.0,4801250.0,0.13224190303242286
20240108-12:17,4801395.0,4802252.5,4798360.0,4798455.0,0.1321153307839013
20240108-12:18,4798810.0,4800852.5,4798710.0,4800297.5,0.13286195361844613
20240108-12:19,4800460.0,4801337.5,4800352.5,4801067.5,0.13229668794175004
20240108-12:20,4801062.5,4801397.5,4800265.0,4800642.5,0.13235565010238903
20240108-12:21,4800682.5,4802410.0,4800482.5,4802142.5,0.1321071442950095
20240108-12:22,4801950.0,4801950.0,4800820.0,4801712.5,0.1320400344638845
20240108-12:23,4801710.0,4803297.5,4801310.0,4802485.0,0.13185319821507974
20240108-12:24,4802815.0,4805170.0,4802815.0,4804725.0,0.13101572934824474
20240108-12:25,4804395.0,4805020.0,4803257.5,4803875.0,0.13037728555420178
20240108-12:26,4803875.0,4803875.0,4802405.0,4802850.0,0.13078748291089248
20240108-12:27,4803172.5,4803172.5,4800630.0,4800630.0,0.1309245588222791
20240108-12:28,4800940.0,4801107.5,4800117.5,4800117.5,0.13121284744476028
20240108-12:29,4799835.0,4800790.0,4799292.5,4800135.0,0.13163803312998482
20240108-12:30,4800182.5,4801135.0,4800045.0,4800085.0,0.1319781602424137
20240108-12:31,4800085.0,4802840.0,4800085.0,4802840.0,0.13173798925952646
20240108-12:32,4803642.5,4806872.5,4803622.5,4806872.5,0.1312065862125368
20240108-12:33,4807222.5,4809195.0,4806755.0,4807937.5,0.12972236252906297
20240108-12:34,4808180.0,4808180.0,4805987.5,4807750.0,0.1292033240725033
20240108-12:35,4807682.5,4807682.5,4804700.0,4805202.5,0.12906819703068584
20240108-12:36,4805012.5,4805377.5,4801835.0,4802720.0,0.12927542025694191
20240108-12:37,4802845.0,4803327.5,4802205.0,4802385.0,0.1294625087980106
20240108-12:38,4802835.0,4804370.0,4802555.0,4804370.0,0.12937613610398296
20240108-12:39,4804395.0,4807340.0,4804395.0,4806892.5,0.12913277451628682
20240108-12:40,4807085.0,4807085.0,4805605.0,4806187.5,0.12885629002195972
20240108-12:41,4806062.5,4806310.0,4804762.5,4805020.0,0.12882179426009469
20240108-12:42,4804982.5,4807487.5,4804277.5,4807487.5,0.12912052083016878
20240108-12:43,4807212.5,4808170.0,4806457.5,4807765.0,0.1292885812408582
20240108-12:44,4807695.0,4808285.0,4807330.0,4807872.5,0.12896957023915745
20240108-12:45,4807075.0,4807877.5,4805577.5,4806315.0,0.12883198568917897
20240108-12:46,4806432.5,4806555.0,4804300.0,4804600.0,0.12905853237755827
20240108-12:47,4804582.5,4805437.5,4803910.0,4805110.0,0.12922006177112952
20240108-12:48,4805117.5,4807292.5,4805117.5,4807050.0,0.12909842145642306
20240108-12:49,4807050.0,4807175.0,4803565.0,4803690.0,0.12913626891911684
20240108-12:50,4803690.0,4803902.5,4803085.0,4803647.5,0.12967141452683165
20240108-12:51,4803615.0,4804270.0,4802182.5,4803775.0,0.12991355182078715
20240108-12:52,4803832.5,4804560.0,4802757.5,4803202.5,0.1297572111823155
20240108-12:53,4803187.5,4804115.0,4802907.5,4803295.0,0.13020045891315807
20240108-12:54,4803317.5,4803587.5,4802740.0,4802890.0,0.13007278087140786
20240108-12:55,4802892.5,4802892.5,4802185.0,4802277.5,0.13033627121522012
20240108-12:56,4802642.5,4802642.5,4801710.0,4802240.0,0.13023558622481662
20240108-12:57,4802262.5,4803377.5,4802025.0,4802080.0,0.1300772569900519
20240108-12:58,4801887.5,4801977.5,4798155.0,4799102.5,0.13066532224051625
20240108-12:59,4799162.5,4799212.5,4795552.5,4797100.0,0.13154305879263245
20240108-13:00,4797180.0,4799940.0,4795960.0,4799105.0,0.13097011198163014
20240108-13:01,4798952.5,4800692.5,4798945.0,4799890.0,0.13009261509023756
20240108-13:02,4799825.0,4800922.5,4799705.0,4800740.0,0.13010635519456107
20240108-13:03,4800747.5,4801700.0,4800642.5,4801205.0,0.12970020902190507
20240108-13:04,4801205.0,4801212.5,4799532.5,4799932.5,0.12995141224996754
20240108-13:05,4799750.0,4801225.0,4799740.0,4801125.0,0.1300469254048968
20240108-13:06,4801137.5,4801210.0,4800207.5,4800310.0,0.13024898088058073
20240108-13:07,4800260.0,4801367.5,4800155.0,4800155.0,0.13032263457285775
20240108-13:08,4800085.0,4800570.0,4800085.0,4800185.0,0.13026230305742112
20240108-13:09,4800187.5,4800187.5,4799422.5,4799572.5,0.13050998113858686
20240108-13:10,4799572.5,4799745.0,4798395.0,4799200.0,0.1308515984808832
20240108-13:11,4799952.5,4800922.5,4799952.5,4800717.5,0.130377163100944
20240108-13:12,4800715.0,4800715.0,4798252.5,4799605.0,0.13044823764375504
20240108-13:13,4799605.0,4800090.0,4798395.0,4800090.0,0.13081410246511635
20240108-13:14,4800095.0,4800542.5,4798675.0,4798675.0,0.13080751006420124
20240108-13:15,4798675.0,4799610.0,4798675.0,4798950.0,0.1312175663809659
20240108-13:16,4798915.0,4799630.0,4798700.0,4798790.0,0.1315515955866098
20240108-13:17,4799017.5,4799447.5,4798507.5,4799047.5,0.1316641665879592
20240108-13:18,4799550.0,4801150.0,4799155.0,4800395.0,0.13109127732584347
20240108-13:19,4800395.0,4800425.0,4799610.0,4800200.0,0.13126862851538812
20240108-13:20,4800205.0,4802350.0,4800192.5,4802350.0,0.1308730727449901
20240108-13:21,4801937.5,4803872.5,4801487.5,4803690.0,0.12954956570539009
20240108-13:22,4803470.0,4803595.0,4801140.0,4801140.0,0.12957882062859946
20240108-13:23,4800712.5,4800712.5,4794680.0,4796342.5,0.13042114871793406
20240108-13:24,4796860.0,4799865.0,4796432.5,4799315.0,0.13012200310109792
20240108-13:25,4799282.5,4801415.0,4799230.0,4800745.0,0.12930127957857737
20240108-13:26,4800685.0,4802597.5,4800242.5,4802145.0,0.12970271807923836
20240108-13:27,4802145.0,4802670.0,4801672.5,4801835.0,0.1296397281833826
20240108-13:28,4801802.5,4802142.5,4801357.5,4801915.0,0.12979955222972128
20240108-13:29,4801912.5,4801987.5,4801472.5,4801520.0,0.1297316368510151
20240108-13:30,4801520.0,4803617.5,4801520.0,4803225.0,0.12931942977204142
20240108-13:31,4803455.0,4804205.0,4803135.0,4803755.0,0.128762032589281
20240108-13:32,4803750.0,4805415.0,4803750.0,4804605.0,0.12824913836715193
20240108-13:33,4804257.5,4804340.0,4801732.5,4801875.0,0.12832230264819836
20240108-13:34,4801835.0,4804080.0,4801835.0,4803570.0,0.12845163940934193
20240108-13:35,4803345.0,4803690.0,4801772.5,4801797.5,0.12884110871818352
20240108-13:36,4801797.5,4802500.0,4800330.0,4800697.5,0.12882483373484233
20240108-13:37,4800697.5,4802855.0,4800655.0,4802177.5,0.12872371529654467
20240108-13:38,4802007.5,4803417.5,4801937.5,4802747.5,0.12883378155828756
20240108-13:39,4802752.5,4803185.0,4802177.5,4802837.5,0.12872883016220954
20240108-13:40,4802687.5,4802687.5,4801685.0,4802342.5,0.12896883623080366
20240108-13:41,4802417.5,4803542.5,4802210.0,4802337.5,0.12906350943858408
20240108-13:42,4802372.5,4802560.0,4801547.5,4801587.5,0.1289960994343809
20240108-13:43,4801547.5,4801875.0,4800770.0,4801097.5,0.1290368061575807
20240108-13:44,4801065.0,4801170.0,4797887.5,4798632.5,0.12924369997867874
20240108-13:45,4798522.5,4798852.5,4797357.5,4797392.5,0.13007773137902945
20240108-13:46,4797605.0,4801412.5,4796915.0,4801080.0,0.13001718581185376
20240108-13:47,4801057.5,4801805.0,4800582.5,4801270.0,0.12940926241294085
20240108-13:48,4801352.5,4803747.5,4801352.5,4803552.5,0.12904660903500548
20240108-13:49,4803222.5,4803992.5,4803130.0,4803732.5,0.1292463702899599
20240108-13:50,4803732.5,4803840.0,4802960.0,4803687.5,0.12946875180114437
20240108-13:51,4803550.0,4803900.0,4803152.5,4803290.0,0.12959650098045594
20240108-13:52,4803290.0,4803290.0,4801375.0,4802262.5,0.12937050778049716
20240108-13:53,4802272.5,4802515.0,4801470.0,4801590.0,0.12944603175493188
20240108-13:54,4801592.5,4804235.0,4801592.5,4803570.0,0.12954086018040842
20240108-13:55,4803507.5,4804710.0,4803070.0,4804710.0,0.12964585445217697
20240108-13:56,4805237.5,4805237.5,4803882.5,4804432.5,0.12914747280743824
20240108-13:57,4804442.5,4804485.0,4802362.5,4803325.0,0.1290210128478007
20240108-13:58,4803702.5,4804067.5,4803300.0,4803797.5,0.1292374041075523
20240108-13:59,4803777.5,4804712.5,4803670.0,4804680.0,0.129168069306334
20240108-14:00,4804797.5,4807270.0,4803845.0,4804880.0,0.12869594500772064
20240108-14:01,4804882.5,4804952.5,4803925.0,4803925.0,0.12882370492353173
20240108-14:02,4803905.0,4805362.5,4803872.5,4805360.0,0.1289064020761293
20240108-14:03,4805360.0,4806132.5,4804652.5,4806002.5,0.1292863552852629
20240108-14:04,4806467.5,4806605.0,4804932.5,4805075.0,0.12948150214606535
20240108-14:05,4804840.0,4804840.0,4800740.0,4800850.0,0.12909463445045172
20240108-14:06,4800760.0,4801587.5,4800470.0,4801315.0,0.12926277310312603
20240108-14:07,4801222.5,4802802.5,4800467.5,4801502.5,0.1290468757119482
20240108-14:08,4801587.5,4801587.5,4798350.0,4798350.0,0.1291182713054334
20240108-14:09,4798757.5,4799745.0,4796800.0,4798812.5,0.1294277830966798
20240108-14:10,4798812.5,4799997.5,4798437.5,4799505.0,0.12975927472211032
20240108-14:11,4799315.0,4801010.0,4799150.0,4800707.5,0.1297882132637993
20240108-14:12,4800680.0,4801090.0,4797622.5,4799297.5,0.12992217847625082
20240108-14:13,4799315.0,4800347.5,4799092.5,4799950.0,0.12996633105953564
20240108-14:14,4799855.0,4800190.0,4799110.0,4800190.0,0.13040578996831384
20240108-14:15,4800102.5,4800102.5,4796635.0,4796635.0,0.1305992171343276
20240108-14:16,4796587.5,4799782.5,4796587.5,4799660.0,0.13055134334865567
20240108-14:17,4799785.0,4800812.5,4799497.5,4800602.5,0.1290912063694573
20240108-14:18,4800735.0,4801695.0,4800397.5,4800940.0,0.12862100814450536
20240108-14:19,4800855.0,4801690.0,4800842.5,4801197.5,0.1285493117846536
20240108-14:20,4801222.5,4802135.0,4799042.5,4799252.5,0.1284222894822792
20240108-14:21,4799562.5,4799830.0,4798692.5,4799007.5,0.12899437592684723
20240108-14:22,4799202.5,4799237.5,4795345.0,4795345.0,0.1296377517734148
20240108-14:23,4795215.0,4795215.0,4785642.5,4786352.5,0.1325260916701782
20240108-14:24,4785690.0,4786140.0,4779827.5,4782905.0,0.1340792291018235
20240108-14:25,4783565.0,4785295.0,4781802.5,4781897.5,0.13415186672088897
20240108-14:26,4781705.0,4782270.0,4778115.0,4780700.0,0.13759388333658612
20240108-14:27,4780737.5,4782572.5,4779622.5,4781215.0,0.13630125713037278
20240108-14:28,4781622.5,4781747.5,4779497.5,4781302.5,0.13617704106050857
20240108-14:29,4780945.0,4781770.0,4777467.5,4778537.5,0.13590703680421387
20240108-14:30,4779462.5,4780877.5,4775495.0,4775867.5,0.13681422040068358
20240108-14:31,4775975.0,4777302.5,4775092.5,4776525.0,0.13961276758259208
20240108-14:32,4776695.0,4778227.5,4776180.0,4776260.0,0.13852804908244082
20240108-14:33,4776160.0,4776322.5,4771270.0,4771610.0,0.13980741549983214
20240108-14:34,4771900.0,4771900.0,4765710.0,4765957.5,0.14427365407551868
20240108-14:35,4766175.0,4768720.0,4765250.0,4768090.0,0.1470422932496577
20240108-14:36,4767417.5,4769840.0,4766335.0,4769840.0,0.14527748704334942
20240108-14:37,4769677.5,4771720.0,4768632.5,4768770.0,0.14210865738839368
20240108-14:38,4768477.5,4768477.5,4762580.0,4763372.5,0.14496051575924476
20240108-14:39,4763447.5,4769347.5,4762442.5,4768450.0,0.14348091261591905
20240108-14:40,4767925.0,4769167.5,4767267.5,4767320.0,0.14146320007089497
20240108-14:41,4767180.0,4768205.0,4760647.5,4760647.5,0.14174775847383927
20240108-14:42,4760665.0,4766665.0,4760665.0,4765797.5,0.14205331992564862
20240108-14:43,4766242.5,4767517.5,4765750.0,4766697.5,0.1411669371840712
20240108-14:44,4766847.5,4767512.5,4765222.5,4766715.0,0.1402270506296268
20240108-14:45,4766870.0,4771140.0,4766372.5,4770705.0,0.13851101903721777
20240108-14:46,4770985.0,4770985.0,4766857.5,4767715.0,0.1380498128998175
20240108-14:47,4767882.5,4770517.5,4767822.5,4770477.5,0.13715387085244063
20240108-14:48,4770562.5,4770562.5,4768077.5,4768307.5,0.13813895429499196
20240108-14:49,4768105.0,4772750.0,4767847.5,4771625.0,0.13757455627856216
20240108-14:50,4771897.5,4773195.0,4770382.5,4770477.5,0.13729218258067372
20240108-14:51,4770532.5,4772750.0,4770455.0,4772295.0,0.1371133066124834
20240108-14:52,4772295.0,4772702.5,4770625.0,4770637.5,0.1371024337189186
20240108-14:53,4770510.0,4771572.5,4768225.0,4768405.0,0.13686713651413504
20240108-14:54,4768980.0,4770877.5,4767677.5,4767677.5,0.13651163890828039
